Date,observations (m),Observations minus predictions (m)
2023-08-12 21:05 PDT,3.817,
2023-08-12 21:04 PDT,3.825,
2023-08-12 21:03 PDT,3.829,
2023-08-12 21:02 PDT,3.826,
2023-08-12 21:01 PDT,3.831,
2023-08-12 21:00 PDT,3.838,
2023-08-12 20:59 PDT,3.836,
2023-08-12 20:58 PDT,3.843,
2023-08-12 20:57 PDT,3.846,
2023-08-12 20:56 PDT,3.851,
2023-08-12 20:55 PDT,3.852,
2023-08-12 20:54 PDT,3.858,
2023-08-12 20:53 PDT,3.862,
2023-08-12 20:52 PDT,3.869,
2023-08-12 20:51 PDT,3.871,
2023-08-12 20:50 PDT,3.871,
2023-08-12 20:49 PDT,3.876,
2023-08-12 20:48 PDT,3.878,
2023-08-12 20:47 PDT,3.891,
2023-08-12 20:46 PDT,3.881,
2023-08-12 20:45 PDT,3.898,
2023-08-12 20:44 PDT,3.9,
2023-08-12 20:43 PDT,3.904,
2023-08-12 20:42 PDT,3.907,
2023-08-12 20:41 PDT,3.907,
2023-08-12 20:40 PDT,3.914,
2023-08-12 20:39 PDT,3.918,
2023-08-12 20:38 PDT,3.921,
2023-08-12 20:37 PDT,3.921,
2023-08-12 20:36 PDT,3.937,
2023-08-12 20:35 PDT,3.935,
2023-08-12 20:34 PDT,3.937,
2023-08-12 20:33 PDT,3.94,
2023-08-12 20:32 PDT,3.945,
2023-08-12 20:31 PDT,3.95,
2023-08-12 20:30 PDT,3.949,
2023-08-12 20:29 PDT,3.956,
2023-08-12 20:28 PDT,3.964,
2023-08-12 20:27 PDT,3.966,
2023-08-12 20:26 PDT,3.968,
2023-08-12 20:25 PDT,3.973,
2023-08-12 20:24 PDT,3.977,
2023-08-12 20:23 PDT,3.982,
2023-08-12 20:22 PDT,3.984,
2023-08-12 20:21 PDT,3.987,
2023-08-12 20:20 PDT,3.994,
2023-08-12 20:19 PDT,3.997,
